date_id,year,quarter,month,day
20250720,2025,Q3,7,20
20250721,2025,Q3,7,21
20250722,2025,Q3,7,22
20250723,2025,Q3,7,23
20250724,2025,Q3,7,24
20250725,2025,Q3,7,25
20250726,2025,Q3,7,26
20250727,2025,Q3,7,27
20250728,2025,Q3,7,28
20250729,2025,Q3,7,29
20250730,2025,Q3,7,30
20250731,2025,Q3,7,31
20250801,2025,Q3,8,1
20250802,2025,Q3,8,2
20250803,2025,Q3,8,3
20250804,2025,Q3,8,4
20250805,2025,Q3,8,5
20250806,2025,Q3,8,6
20250807,2025,Q3,8,7
20250808,2025,Q3,8,8
20250809,2025,Q3,8,9
20250810,2025,Q3,8,10
20250811,2025,Q3,8,11
20250812,2025,Q3,8,12
20250813,2025,Q3,8,13
20250814,2025,Q3,8,14
20250815,2025,Q3,8,15
20250816,2025,Q3,8,16
20250817,2025,Q3,8,17
20250818,2025,Q3,8,18
20250819,2025,Q3,8,19
20250820,2025,Q3,8,20
20250821,2025,Q3,8,21
20250822,2025,Q3,8,22
20250823,2025,Q3,8,23
20250824,2025,Q3,8,24
20250825,2025,Q3,8,25
20250826,2025,Q3,8,26
20250827,2025,Q3,8,27
20250828,2025,Q3,8,28
20250829,2025,Q3,8,29
20250830,2025,Q3,8,30
20250831,2025,Q3,8,31
20250901,2025,Q3,9,1
20250902,2025,Q3,9,2
20250903,2025,Q3,9,3
20250904,2025,Q3,9,4
20250905,2025,Q3,9,5
20250906,2025,Q3,9,6
20250907,2025,Q3,9,7
20250908,2025,Q3,9,8
20250909,2025,Q3,9,9
20250910,2025,Q3,9,10
20250911,2025,Q3,9,11
20250912,2025,Q3,9,12
20250913,2025,Q3,9,13
20250914,2025,Q3,9,14
20250915,2025,Q3,9,15
20250916,2025,Q3,9,16
20250917,2025,Q3,9,17
20250918,2025,Q3,9,18
20250919,2025,Q3,9,19
20250920,2025,Q3,9,20
20250921,2025,Q3,9,21
20250922,2025,Q3,9,22
20250923,2025,Q3,9,23
20250924,2025,Q3,9,24
20250925,2025,Q3,9,25
20250926,2025,Q3,9,26
20250927,2025,Q3,9,27
20250928,2025,Q3,9,28
20250929,2025,Q3,9,29
20250930,2025,Q3,9,30
20251001,2025,Q4,10,1
20251002,2025,Q4,10,2
20251003,2025,Q4,10,3
20251004,2025,Q4,10,4
20251005,2025,Q4,10,5
20251006,2025,Q4,10,6
20251007,2025,Q4,10,7
20251008,2025,Q4,10,8
20251009,2025,Q4,10,9
20251010,2025,Q4,10,10
20251011,2025,Q4,10,11
20251012,2025,Q4,10,12
20251013,2025,Q4,10,13
20251014,2025,Q4,10,14
20251015,2025,Q4,10,15
20251016,2025,Q4,10,16
20251017,2025,Q4,10,17
20251018,2025,Q4,10,18
20251019,2025,Q4,10,19
20251020,2025,Q4,10,20
20251021,2025,Q4,10,21
20251022,2025,Q4,10,22
20251023,2025,Q4,10,23
20251024,2025,Q4,10,24
20251025,2025,Q4,10,25
20251026,2025,Q4,10,26
20251027,2025,Q4,10,27
20251028,2025,Q4,10,28
20251029,2025,Q4,10,29
20251030,2025,Q4,10,30
20251031,2025,Q4,10,31
20251101,2025,Q4,11,1
20251102,2025,Q4,11,2
20251103,2025,Q4,11,3
20251104,2025,Q4,11,4
20251105,2025,Q4,11,5
20251106,2025,Q4,11,6
20251107,2025,Q4,11,7
20251108,2025,Q4,11,8
20251109,2025,Q4,11,9
20251110,2025,Q4,11,10
20251111,2025,Q4,11,11
20251112,2025,Q4,11,12
20251113,2025,Q4,11,13
20251114,2025,Q4,11,14
20251115,2025,Q4,11,15
20251116,2025,Q4,11,16
20251117,2025,Q4,11,17
20251118,2025,Q4,11,18
20251119,2025,Q4,11,19
20251120,2025,Q4,11,20
20251121,2025,Q4,11,21
20251122,2025,Q4,11,22
20251123,2025,Q4,11,23
20251124,2025,Q4,11,24
20251125,2025,Q4,11,25
20251126,2025,Q4,11,26
20251127,2025,Q4,11,27
20251128,2025,Q4,11,28
20251129,2025,Q4,11,29
20251130,2025,Q4,11,30
20251201,2025,Q4,12,1
20251202,2025,Q4,12,2
20251203,2025,Q4,12,3
20251204,2025,Q4,12,4
20251205,2025,Q4,12,5
20251206,2025,Q4,12,6
20251207,2025,Q4,12,7
20251208,2025,Q4,12,8
20251209,2025,Q4,12,9
20251210,2025,Q4,12,10
20251211,2025,Q4,12,11
20251212,2025,Q4,12,12
20251213,2025,Q4,12,13
20251214,2025,Q4,12,14
20251215,2025,Q4,12,15
20251216,2025,Q4,12,16
20251217,2025,Q4,12,17
20251218,2025,Q4,12,18
20251219,2025,Q4,12,19
20251220,2025,Q4,12,20
20251221,2025,Q4,12,21
20251222,2025,Q4,12,22
20251223,2025,Q4,12,23
20251224,2025,Q4,12,24
20251225,2025,Q4,12,25
20251226,2025,Q4,12,26
20251227,2025,Q4,12,27
20251228,2025,Q4,12,28
20251229,2025,Q4,12,29
20251230,2025,Q4,12,30
20251231,2025,Q4,12,31
20260101,2026,Q1,1,1
20260102,2026,Q1,1,2
20260103,2026,Q1,1,3
20260104,2026,Q1,1,4
20260105,2026,Q1,1,5
20260106,2026,Q1,1,6
20260107,2026,Q1,1,7
20260108,2026,Q1,1,8
20260109,2026,Q1,1,9
20260110,2026,Q1,1,10
20260111,2026,Q1,1,11
20260112,2026,Q1,1,12
20260113,2026,Q1,1,13
20260114,2026,Q1,1,14
20260115,2026,Q1,1,15
20260116,2026,Q1,1,16
20260117,2026,Q1,1,17
20260118,2026,Q1,1,18
20260119,2026,Q1,1,19
20260120,2026,Q1,1,20
20260121,2026,Q1,1,21
20260122,2026,Q1,1,22
20260123,2026,Q1,1,23
20260124,2026,Q1,1,24
20260125,2026,Q1,1,25
20260126,2026,Q1,1,26
20260127,2026,Q1,1,27
20260128,2026,Q1,1,28
20260129,2026,Q1,1,29
20260130,2026,Q1,1,30
20260131,2026,Q1,1,31
20260201,2026,Q1,2,1
20260202,2026,Q1,2,2
20260203,2026,Q1,2,3
20260204,2026,Q1,2,4
20260205,2026,Q1,2,5
20260206,2026,Q1,2,6
20260207,2026,Q1,2,7
20260208,2026,Q1,2,8
20260209,2026,Q1,2,9
20260210,2026,Q1,2,10
20260211,2026,Q1,2,11
20260212,2026,Q1,2,12
20260213,2026,Q1,2,13
20260214,2026,Q1,2,14
20260215,2026,Q1,2,15
20260216,2026,Q1,2,16
20260217,2026,Q1,2,17
20260218,2026,Q1,2,18
20260219,2026,Q1,2,19
20260220,2026,Q1,2,20
20260221,2026,Q1,2,21
20260222,2026,Q1,2,22
20260223,2026,Q1,2,23
20260224,2026,Q1,2,24
20260225,2026,Q1,2,25
20260226,2026,Q1,2,26
20260227,2026,Q1,2,27
20260228,2026,Q1,2,28
20260301,2026,Q1,3,1
20260302,2026,Q1,3,2
20260303,2026,Q1,3,3
20260304,2026,Q1,3,4
20260305,2026,Q1,3,5
20260306,2026,Q1,3,6
20260307,2026,Q1,3,7
20260308,2026,Q1,3,8
20260309,2026,Q1,3,9
20260310,2026,Q1,3,10
20260311,2026,Q1,3,11
20260312,2026,Q1,3,12
20260313,2026,Q1,3,13
20260314,2026,Q1,3,14
20260315,2026,Q1,3,15
20260316,2026,Q1,3,16
20260317,2026,Q1,3,17
20260318,2026,Q1,3,18
20260319,2026,Q1,3,19
20260320,2026,Q1,3,20
20260321,2026,Q1,3,21
20260322,2026,Q1,3,22
20260323,2026,Q1,3,23
20260324,2026,Q1,3,24
20260325,2026,Q1,3,25
20260326,2026,Q1,3,26
20260327,2026,Q1,3,27
20260328,2026,Q1,3,28
20260329,2026,Q1,3,29
20260330,2026,Q1,3,30
20260331,2026,Q1,3,31
